Datacenter,SqlInstance,DatabaseName,State,RecoveryModel,LastFull,TimeSince LastFull_inDays,FullBackupSize,LastT-Log,TimeSince LastT-Log_inMins,T-LogBackupSize,LastUpdated
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS16172445,RESTORING,FULL,17-03-2023 23:26,19,1.5,18-03-2023 09:17,25562,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS17322229,RESTORING,FULL,17-03-2023 23:27,19,1.6,18-03-2023 09:04,25575,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS16539122,RESTORING,FULL,17-03-2023 23:27,19,21.07,18-03-2023 09:17,25562,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS18201069,RESTORING,FULL,17-03-2023 23:29,19,39.71,18-03-2023 09:01,25578,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1472021,RESTORING,FULL,17-03-2023 23:21,19,2.01,18-03-2023 08:51,25588,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1471941,RESTORING,FULL,17-03-2023 23:21,19,1.91,18-03-2023 09:12,25567,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1471829,RESTORING,FULL,17-03-2023 23:21,19,2.24,18-03-2023 09:11,25568,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1471629,RESTORING,FULL,17-03-2023 23:21,19,36.72,18-03-2023 09:11,25568,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1471628,RESTORING,FULL,17-03-2023 23:18,19,2.44,18-03-2023 09:10,25569,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1467920,RESTORING,FULL,17-03-2023 23:18,19,1.45,18-03-2023 09:13,25566,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1467338,RESTORING,FULL,17-03-2023 23:18,19,5.67,18-03-2023 09:07,25572,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1466775,RESTORING,FULL,17-03-2023 23:18,19,1.58,18-03-2023 09:06,25573,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1464894,RESTORING,FULL,17-03-2023 23:18,19,4.62,18-03-2023 09:06,25573,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1454303,RESTORING,FULL,17-03-2023 23:17,19,37.29,18-03-2023 09:05,25574,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1454225,RESTORING,FULL,31-03-2023 20:18,5,120.2,02-04-2023 18:40,3399,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1454174,RESTORING,FULL,17-03-2023 23:10,19,3.53,18-03-2023 08:53,25586,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1453869,RESTORING,FULL,17-03-2023 23:10,19,1.14,18-03-2023 08:52,25587,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL02.RLTVARC.LOCAL\REL01,EDDS1453717,RESTORING,FULL,17-03-2023 23:10,19,1.8,18-03-2023 08:52,25587,0,05-04-2023 03:20
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1023471,ONLINE,FULL,01-04-2023 05:33,4,4.48,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57046821,ONLINE,FULL,01-04-2023 06:19,4,0.97,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57045869,ONLINE,FULL,01-04-2023 06:26,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1024163,ONLINE,FULL,01-04-2023 05:33,4,0.79,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57053424,ONLINE,FULL,01-04-2023 06:19,4,0.03,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1025504,ONLINE,FULL,01-04-2023 05:33,4,0.03,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1023497,ONLINE,FULL,01-04-2023 05:33,4,3.96,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57053694,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1036245,ONLINE,FULL,01-04-2023 05:33,4,0.3,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57063522,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV10371174,ONLINE,FULL,01-04-2023 05:33,4,0.07,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57065459,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1064293,ONLINE,FULL,01-04-2023 05:33,4,0.04,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57076422,ONLINE,FULL,01-04-2023 06:19,4,1.3,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1069589,ONLINE,FULL,01-04-2023 05:34,4,1.2,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57084091,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1070651,ONLINE,FULL,01-04-2023 05:34,4,0.04,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57084103,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1101804,ONLINE,FULL,01-04-2023 05:34,4,0.24,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57084134,ONLINE,FULL,01-04-2023 06:19,4,0.04,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1103109,ONLINE,FULL,01-04-2023 05:38,4,36.62,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57087136,ONLINE,FULL,01-04-2023 06:19,4,0.18,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1103188,ONLINE,FULL,01-04-2023 05:38,4,0.5,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1103656,ONLINE,FULL,01-04-2023 05:39,4,0.65,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57088924,ONLINE,FULL,01-04-2023 06:19,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1103915,ONLINE,FULL,01-04-2023 05:40,4,9.58,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57158384,ONLINE,FULL,01-04-2023 06:22,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1162127,ONLINE,FULL,01-04-2023 05:41,4,0.05,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1151011,ONLINE,FULL,01-04-2023 05:41,4,0.48,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1146669,ONLINE,FULL,01-04-2023 05:41,4,0.19,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57145338,ONLINE,FULL,01-04-2023 06:22,4,0.02,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1150354,ONLINE,FULL,01-04-2023 05:41,4,0.05,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57158108,ONLINE,FULL,01-04-2023 06:22,4,1.44,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1140780,ONLINE,FULL,01-04-2023 05:41,4,0.01,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1145297,ONLINE,FULL,01-04-2023 05:41,4,1.13,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57144329,ONLINE,FULL,01-04-2023 06:22,4,0.03,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57127604,ONLINE,FULL,01-04-2023 06:22,4,0.03,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57127151,ONLINE,FULL,01-04-2023 06:22,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57108895,ONLINE,FULL,01-04-2023 06:21,4,0.02,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1138994,ONLINE,FULL,01-04-2023 05:41,4,0.01,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1139174,ONLINE,FULL,01-04-2023 05:41,4,0.02,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1107201,ONLINE,FULL,01-04-2023 05:41,4,5.15,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57097903,ONLINE,FULL,01-04-2023 06:20,4,1.32,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57096682,ONLINE,FULL,01-04-2023 06:19,4,6.87,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1131177,ONLINE,FULL,01-04-2023 05:41,4,0.14,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57099503,ONLINE,FULL,01-04-2023 06:21,4,29.84,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57099147,ONLINE,FULL,01-04-2023 06:20,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1131209,ONLINE,FULL,01-04-2023 05:41,4,0.03,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57105855,ONLINE,FULL,01-04-2023 06:21,4,0.55,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1134969,ONLINE,FULL,01-04-2023 05:41,4,0.03,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1131293,ONLINE,FULL,01-04-2023 05:41,4,0.07,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57127124,ONLINE,FULL,01-04-2023 06:22,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57158723,ONLINE,FULL,01-04-2023 06:22,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57165141,ONLINE,FULL,01-04-2023 06:22,4,0.05,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1162151,ONLINE,FULL,01-04-2023 05:42,4,0.97,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV57184704,ONLINE,FULL,01-04-2023 06:22,4,0.02,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1162281,ONLINE,FULL,01-04-2023 05:42,4,0.01,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV1163551,ONLINE,FULL,01-04-2023 05:42,4,1.28,05-04-2023 03:15,5,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54187844,ONLINE,FULL,01-04-2023 06:12,4,0.06,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54258506,ONLINE,FULL,01-04-2023 06:12,4,0.19,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54203113,ONLINE,FULL,01-04-2023 06:12,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54266253,ONLINE,FULL,01-04-2023 06:12,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54271860,ONLINE,FULL,01-04-2023 06:12,4,0.06,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54275671,ONLINE,FULL,01-04-2023 06:12,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54276293,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54276447,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54277280,ONLINE,FULL,01-04-2023 06:13,4,0.17,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54276584,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54277941,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54278624,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54278865,ONLINE,FULL,01-04-2023 06:13,4,0.12,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54280760,ONLINE,FULL,01-04-2023 06:13,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54282390,ONLINE,FULL,01-04-2023 06:13,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54280766,ONLINE,FULL,01-04-2023 06:13,4,0.43,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54283809,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54288133,ONLINE,FULL,01-04-2023 06:13,4,7.52,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54296805,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54298809,ONLINE,FULL,01-04-2023 06:13,4,0.18,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54308972,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54323886,ONLINE,FULL,01-04-2023 06:13,4,0.92,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54327778,ONLINE,FULL,01-04-2023 06:13,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54337998,ONLINE,FULL,01-04-2023 06:13,4,0.05,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54340157,ONLINE,FULL,01-04-2023 06:14,4,9.87,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54288664,ONLINE,FULL,01-04-2023 06:13,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54338013,ONLINE,FULL,01-04-2023 06:13,4,0.03,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54342370,ONLINE,FULL,01-04-2023 06:14,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54350639,ONLINE,FULL,01-04-2023 06:14,4,0.95,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54356042,ONLINE,FULL,01-04-2023 06:14,4,0.09,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54355889,ONLINE,FULL,01-04-2023 06:14,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54356182,ONLINE,FULL,01-04-2023 06:14,4,0.2,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54383178,ONLINE,FULL,01-04-2023 06:14,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54383729,ONLINE,FULL,01-04-2023 06:14,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54383743,ONLINE,FULL,01-04-2023 06:14,4,0.67,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54383879,ONLINE,FULL,01-04-2023 06:14,4,1.09,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54390438,ONLINE,FULL,01-04-2023 06:14,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54390703,ONLINE,FULL,01-04-2023 06:14,4,0.01,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54391012,ONLINE,FULL,01-04-2023 06:14,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54394546,ONLINE,FULL,01-04-2023 06:15,4,0.75,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54394545,ONLINE,FULL,01-04-2023 06:14,4,0.13,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54396870,ONLINE,FULL,01-04-2023 06:15,4,0.02,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54397236,ONLINE,FULL,01-04-2023 06:15,4,0.69,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54517325,ONLINE,FULL,01-04-2023 06:15,4,0.49,05-04-2023 03:17,3,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54589316,ONLINE,FULL,01-04-2023 06:15,4,3.89,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54593015,ONLINE,FULL,01-04-2023 06:15,4,0.04,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54649314,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54756976,ONLINE,FULL,01-04-2023 06:15,4,0.02,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54828090,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54828408,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54832138,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54895824,ONLINE,FULL,01-04-2023 06:15,4,4.27,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54952592,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV54923810,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55012242,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55025665,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55129770,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55071450,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55133754,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55129857,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55163555,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55163830,ONLINE,FULL,01-04-2023 06:15,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55330585,ONLINE,FULL,01-04-2023 06:16,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55282859,ONLINE,FULL,01-04-2023 06:15,4,0.04,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55460700,ONLINE,FULL,01-04-2023 06:16,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55460168,ONLINE,FULL,01-04-2023 06:16,4,0.01,05-04-2023 03:18,2,0,05-04-2023 03:21
LVDC-EMS,ARQCSQL03.RLTVARC.LOCAL\INVARIANT,INV55494691,ONLINE,FULL,01-04-2023 06:16,4,0.11,05-04-2023 03:18,2,0,05-04-2023 03:21
